text,type,has_conditional
"If The team sings and the weather is good, then The team will study.",complex_conditional,True
"If the statement is true, then Y is true.",logical_conditional,True
"If not the statement, then Y must be false.",logical_conditional,True
She always works on weekdays.,control,False
She always reads on weekdays.,control,False
"Because of the weather, Mary runs.",control,False
"If The cat studies carefully, then everyone is happy.",simple_conditional,True
Mary always writes on weekdays.,control,False
Everyone knows that The student thinks.,control,False
"If She thinks because of the deadline, then the project succeeds.",complex_conditional,True
"If the statement and not Q, then contradiction.",logical_conditional,True
"If P implies B, and P is true, then B.",logical_conditional,True
"If A implies Q, and A is true, then Q.",logical_conditional,True
John writes and enjoys it.,control,False
"If P implies B, and P is true, then B.",logical_conditional,True
"Although She plays, if conditions change, then She will run.",complex_conditional,True
"If it is windy, then we stay inside.",simple_conditional,True
She always works on weekdays.,control,False
He writes and enjoys it.,control,False
He thinks carefully.,control,False
He sings and enjoys it.,control,False
The team reads a song.,control,False
"If either She works or it is cloudy, then plans change.",complex_conditional,True
The team writes the report.,control,False
"If not P, then the conclusion must be false.",logical_conditional,True
Everyone knows that Mary runs.,control,False
The cat writes hard.,control,False
"If The student works the book, then everyone is happy.",simple_conditional,True
"If either The team works or it is windy, then plans change.",complex_conditional,True
Everyone knows that Mary thinks.,control,False
"Although The team reads, if conditions change, then The team will run.",complex_conditional,True
"If X or the conclusion, then at least one holds.",logical_conditional,True
Everyone knows that The team writes.,control,False
"Because of the weather, The student studies.",control,False
"If not the statement, then Q must be false.",logical_conditional,True
"If not the statement, then Y must be false.",logical_conditional,True
John always reads on weekdays.,control,False
"If the test is hard, then Mary will play more.",simple_conditional,True
"If the test is hard, then The cat will run more.",simple_conditional,True
"Because of the weather, She thinks.",control,False
"Because of the weather, The team thinks.",control,False
She sings hard.,control,False
"Because of the weather, She runs.",control,False
"If X implies the conclusion, and X is true, then the conclusion.",logical_conditional,True
Everyone knows that They sings.,control,False
They always thinks on weekdays.,control,False
"Because of the weather, John plays.",control,False
"Because of the weather, John thinks.",control,False
Mary always plays on weekdays.,control,False
"Because of the weather, She writes.",control,False
"If He works deeply, then everyone is happy.",simple_conditional,True
The student always writes on weekdays.,control,False
"If not X, then the conclusion must be false.",logical_conditional,True
"If P and not Y, then contradiction.",logical_conditional,True
"If The cat sings because of the deadline, then the project succeeds.",complex_conditional,True
He sings hard.,control,False
The cat always works on weekdays.,control,False
Mary plays and enjoys it.,control,False
"If A is true, then the conclusion is true.",logical_conditional,True
"If the test is hard, then They will play more.",simple_conditional,True
"If it is sunny, then we go to the beach.",simple_conditional,True
"Although The team reads, if conditions change, then The team will read.",complex_conditional,True
The student reads deeply.,control,False
"If it is sunny, then we go to the beach.",simple_conditional,True
Mary always writes on weekdays.,control,False
John always writes on weekdays.,control,False
"If X implies Q, and X is true, then Q.",logical_conditional,True
"If it is cloudy, then we stay inside.",simple_conditional,True
John works and enjoys it.,control,False
"Because of the weather, They runs.",control,False
The team always writes on weekdays.,control,False
"If P and not B, then contradiction.",logical_conditional,True
"If not P, then Q must be false.",logical_conditional,True
"If the test is hard, then The team will run more.",simple_conditional,True
Everyone knows that John writes.,control,False
The team reads and enjoys it.,control,False
He reads and enjoys it.,control,False
"If either They writes or it is cloudy, then plans change.",complex_conditional,True
"Because of the weather, Mary works.",control,False
The cat studies and enjoys it.,control,False
Everyone knows that The student sings.,control,False
Everyone knows that The student studies.,control,False
"If the test is hard, then Mary will run more.",simple_conditional,True
They always works on weekdays.,control,False
She reads and enjoys it.,control,False
"Because of the weather, John plays.",control,False
"If either He works or it is cloudy, then plans change.",complex_conditional,True
"If it snows, then traffic increases.",simple_conditional,True
"If either The cat works or it is windy, then plans change.",complex_conditional,True
"If The student plays the book, then everyone is happy.",simple_conditional,True
"If P or Q, then at least one holds.",logical_conditional,True
Mary always sings on weekdays.,control,False
"If the test is hard, then He will study more.",simple_conditional,True
"If either The student runs or it is windy, then plans change.",complex_conditional,True
"If John studies the report, then everyone is happy.",simple_conditional,True
Everyone knows that The student reads.,control,False
"If X implies the conclusion, and X is true, then the conclusion.",logical_conditional,True
"If the test is hard, then They will study more.",simple_conditional,True
"If not P, then Y must be false.",logical_conditional,True
"If The student writes because of the deadline, then the project succeeds.",complex_conditional,True
"Because of the weather, She studies.",control,False
"Although The student thinks, if conditions change, then The student will run.",complex_conditional,True
"If X and not B, then contradiction.",logical_conditional,True
"If it is cloudy, then traffic increases.",simple_conditional,True
Everyone knows that She writes.,control,False
"Because of the weather, The cat writes.",control,False
The student studies and enjoys it.,control,False
"If She studies because of the deadline, then the project succeeds.",complex_conditional,True
He always sings on weekdays.,control,False
The team always sings on weekdays.,control,False
He works and enjoys it.,control,False
Everyone knows that He studies.,control,False
"If The team reads because of the deadline, then the project succeeds.",complex_conditional,True
"Although Mary plays, if conditions change, then Mary will study.",complex_conditional,True
They studies and enjoys it.,control,False
"If X and not Q, then contradiction.",logical_conditional,True
The student plays and enjoys it.,control,False
"If the test is hard, then He will read more.",simple_conditional,True
"Because of the weather, Mary runs.",control,False
"If X implies the conclusion, and X is true, then the conclusion.",logical_conditional,True
"Because of the weather, The team works.",control,False
The cat always sings on weekdays.,control,False
"Because of the weather, She plays.",control,False
"If John writes carefully, then everyone is happy.",simple_conditional,True
"Because of the weather, The student thinks.",control,False
Mary works a song.,control,False
"If A is true, then the conclusion is true.",logical_conditional,True
"Because of the weather, He thinks.",control,False
"If They sings because of the deadline, then the project succeeds.",complex_conditional,True
She always thinks on weekdays.,control,False
"If He thinks the book, then everyone is happy.",simple_conditional,True
Mary works a song.,control,False
"Because of the weather, Mary sings.",control,False
John plays and enjoys it.,control,False
"If it snows, then the picnic is canceled.",simple_conditional,True
He always sings on weekdays.,control,False
